id,sample,label 
390,jaki wymiar urlopu nale¿y siê pracownikowi za rok,prawo pracy
391,czy klient powinien ponosiæ koszty odst¹pienia od umowy o imprezê turystyczn¹,prawo medyczne
392,czy osoba prowadz¹ca dzia³alnoœæ gospodarcz¹ ale nie bêd¹ca fizjoterapeut¹ mo¿e dopisaæ kod pkd i zatrudniæ fizjoterapeutê w swoim przedsiêbiorstwie czy taka osoba staje siê podmiotem leczniczym i musi wpisaæ siê w rejestr wojewody czy fizjoterapeuta mo¿e zatrudniaæ pracowników w ramach swojej jednoosobowej dzia³alnoœci gospodarczej i czy musi wtedy staæ siê podmiotem leczniczym,prawo medyczne
393,czy pracodawca mo¿e zobowi¹zaæ pracowników do wykorzystania urlopów wypoczynkowych je¿eli nie by³y przewidziane w planie urlopowym,prawo pracy
394,czy prawnie dopuszczalnym jest wprowadzenie mo¿liwoœci g³osowania elektronicznego przez internet przez cz³onków wspólnoty mieszkaniowej mailowo lub przez odpowiedni program bez podpisu elektronicznego,prawo cywilne
395,czy pracodawca mo¿e zmieniæ stanowisko pracy pracownika przebywaj¹cego na opiece nad dzieckiem,prawo pracy
396,jak d³ugo nale¿y przechowywaæ ankiety epidemiologiczne w zwi¹zku z covid,prawo medyczne
397,czy indywidualna interpretacja podatkowa jest prawnie wi¹¿¹ca wstecz,prawo podatkowe
398,czy pracodawca ma mo¿liwoœæ zmuszenia klientki do pe³nienia dodatkowych dy¿urów poza wymiarem wymaganym w programie specjalizacji,prawo medyczne
399,czy mo¿na wypowiedzieæ umowê poœrednictwa sprzeda¿y nieruchomoœci,prawo cywilne
400,czy szpital mia³ prawo zamkn¹æ lekarzy w izolacji czy klientka ma prawo do wynagrodzenia za pracê wykonan¹ w trakcie izolacji,prawo pracy
401,czy spó³dzielnia mieszkaniowa zobowi¹zana jest do udostêpnienia informacji w jaki sposób nale¿y udzieliæ przedmiotowych informacji czy wezwanie do udostêpnienia informacji powinno zawieraæ skan pisma z czytelnym podpisem wzywaj¹cego do udostêpnienia informacji,prawo cywilne
402,czy przepisy zobowi¹zuj¹ lekarzy do wysy³ania formularzy odwo³uj¹cych podejrzenie zara¿enia chorob¹ zakaŸn¹ pacjenta,prawo medyczne
403,czy lekarz prowadz¹cy indywidualn¹ praktykê lekarsk¹ mo¿e wspó³pracowaæ w ramach kontraktu z innym lekarzem który prowadzi indywidualn¹ praktykê lekarsk¹,prawo medyczne
404,czy mo¿na dokonaæ zajêcia rachunku bankowego bez poinformowania o tym klienta co mo¿e zrobiæ klient w przedmiotowej sprawie,prawo cywilne
405,czy lekarz mo¿e przekazaæ s¹dowi kopie dokumentacji medycznej pacjenta czy dokumentacja medyczna mo¿e zostaæ przekazana drog¹ mailow¹,prawo medyczne
406,czy klientka mog³a korzystaæ z zasi³ku opiekuñczego w okresie gdy m¹¿ klientki zawiesi³ prowadzenie dzia³alnoœci gospodarczej czy klientka mog³a korzystaæ z zasi³ku opiekuñczego w dniu w którym odbywa³a wieczorny dy¿ur czy klientka powinna podj¹æ jakieœ kroki w zwi¹zku z zaistnia³¹ sytuacj¹,prawo medyczne
407,czy odmowa wydania decyzji o pozwoleniu na budowê znajduje uzasadnienie w przepisach prawa,prawo administracyjne
408,czy na podstawie wytycznych g³ównego inspektoratu sanitarnego lekarz powinien zaszczepiæ dziecko którego ojciec jest kierowc¹ zawodowym regularnie podró¿uj¹cym do w³och,prawo medyczne
409,czy pracodawca mo¿e przesun¹æ termin urlopu ustalonego w planie urlopów,prawo pracy
410,co nale¿y zrobiæ jeœli pojawi¹ siê w internecie opinie oczerniaj¹ceszkaluj¹ceznies³awiaj¹ce lekarza lub podmiot leczniczy jak siê broniæ przed tego typu dzia³aniem w internecie jakie prawa ma znies³awionaoczerniona osobapodmiot leczniczy,prawo administracyjne
411,czy klient mo¿e wróciæ do pracy,prawo medyczne
412,jakie osoby powinny byæ szczepione zgodnie z komunikatem g³ównego inspektoratu sanitarnego z dnia  kwietnia  r w sprawie wykonywania szczepieñ ochronnych w czasie pandemii covid czy klient mo¿e podj¹æ decyzjê o odmowie zaszczepienia dziecka,prawo medyczne
413,czy szpital musi zawrzeæ z klientk¹ umowê na czas nieokreœlony,prawo medyczne
414,jakie prawa ma osoba zatrzymana przez policjê,prawo karne
415,jakie s¹ przes³anki uzyskania prawa do zasi³ku dla bezrobotnych przez jaki okres pracownik musia³ byæ zatrudniony aby móc otrzymaæ zasi³ek dla bezrobotnych jakie wynagrodzenie pracownik powinien otrzymywaæ aby móc otrzymaæ zasi³ek dla bezrobotnych,prawo pracy
416,czy prawo do uzyskania zasi³ku opiekuñczego z uwagi na epidemiê koronawirusa zosta³o przed³u¿ony do  czerwca  r,prawo pracy
417,jak d³ugo apteka musi pozostaæ zamkniêta po jej sprzeda¿y w jakim terminie inspektorat sanitarny powinien rozpoznaæ wniosek o przeniesienie zezwolenia na prowadzenie apteki ogólnodostêpnej,prawo farmaceutyczne
418,czy lekarz dokonuj¹cy badania kwalifikacyjnego przed zaszczepieniem pacjenta musi zawsze wystawiæ zaœwiadczenie o przeprowadzeniu takiego badania,prawo medyczne
419,czy w wypadku œmierci krewnej klient musi podj¹æ jakieœ kroki aby staæ siê pe³noprawnym w³aœcicielem mieszkania czy w wypadku œmierci krewnej klient powinien zrobiæ coœ z posiadanym testamentem,prawo cywilne
420,czy prowadz¹ca przychodniê mo¿e odj¹æ od wynagrodzenia klientki wysokoœæ œwiadczenia postojowego oraz wynagrodzenia wyp³aconego w czasie nieœwiadczenia us³ug na podstawie umowy,prawo pracy
421,jakie wynagrodzenie przys³uguje klientce w zwi¹zku z zaka¿eniem covid,prawo pracy
422,czy obecnie obowi¹zuj¹ce przepisy prawne przewiduj¹ wyj¹tki od obowi¹zku zakrywania ust oraz nosa,prawo medyczne
423,czy wspólnota mo¿e podj¹æ uchwa³ê w której stwierdzi ¿e wodomierze znajduj¹ce siê w poszczególnych lokalach mieszkalnych nale¿¹ do nieruchomoœci wspólnej a tym samym koszty ich wymiany obci¹¿aj¹ fundusz remontowy wspólnoty,prawo cywilne
424,jakie konsekwencje prawne gro¿¹ klientowi w przypadku pos³ugiwania siê tytu³em dietetyka,prawo karne
425,czy ¿ona klienta mo¿e podwa¿yæ pozytywn¹ opiniê opiniodawczego zespo³u s¹dowych specjalistów,prawo cywilne
426,czy podpisanie ugody w której klientka zezwoli s¹siadom na u¿ywanie pasa  metra gruntu który stanowi jej w³asnoœæ w zamian za ustalenie s³u¿ebnoœci drogi koniecznej na pasie kolejnych  metra dzia³ki nale¿¹cej do s¹siada jest mo¿liwe,prawo cywilne
427,co nale¿y zrobiæ w przedstawionych okolicznoœciach,prawo medyczne
428,czy g³osowanie okrêgowego zjazdu lekarzy mo¿e siê odbyæ w trybie obiegowym czy delegaci okrêgowego zjazdu lekarzy mog¹ sk³adaæ swoje propozycje uchwa³,prawo medyczne
429,czy w zwi¹zku z epidemi¹ klientka mo¿e wznowiæ planowe przyjêcia protetyczne,prawo medyczne
430,czy pracodawca mo¿e udzieliæ urlopu wypoczynkowego pracownikowi zwolnionemu od obowi¹zku wykonywania pracy w zwi¹zku z koniecznoœci¹ sprawowania osobistej opieki nad dzieckiem,prawo pracy
431,czy pracodawca mo¿e skróciæ w zak³adzie pracy porê nocn¹ z  godzin do  godzin,prawo pracy
432,czy w przypadku pozytywnego wyniku badania na przeciwcia³a igg i igm nale¿y zg³osiæ ten fakt do sanepidu,prawo medyczne
433,czy pracodawca mo¿e zobowi¹zaæ pracowników do wykorzystania urlopów wypoczynkowych je¿eli nie by³y przewidziane w planie urlopowym,prawo pracy
434,czy klientka mo¿e powo³aæ siê na klauzulê sumienia,prawo medyczne
435,czy kontrola urzêdu skarbowego w czasie epidemii jest dopuszczalna,prawo medyczne
436,czy pracodawca ma prawo ¿¹daæ zaprzestania wykonywania pracy podjêtej przed zatrudnieniem u niego,prawo pracy
437,czy pracodawca mo¿e oddelegowaæ lekarza rezydenta do dy¿urowania na sor,prawo medyczne
438,w jaki sposób nale¿y sklasyfikowaæ dzia³alnoœæ gospodarcz¹ polegaj¹c¹ na udzielaniu porad z zakresu dietetyki czy po przekroczeniu progu wartoœci sprzeda¿y w wysokoœci  z³ klientka bêdzie podlega³a zwolnieniu z podatku vat w jaki sposób klientka mo¿e reklamowaæ swoje us³ugi nie nara¿aj¹c siê na odpowiedzialnoœæ wykroczeniow¹,prawo administracyjne
439,czy pracodawca mo¿e wys³aæ pracownika na badania okresowe w czasie epidemii czy pracodawca wybiera placówkê do przeprowadzenia badania okresowego z której pracownik zobowi¹zany jest skorzystaæ,prawo pracy
440,czy stra¿ ochrony kolei mo¿e ¿¹daæ od maszynistów dozoru opisanego w piœmie z dnia  maja  r,prawo pracy
441,czy klientka mo¿e zagrodziæ swoj¹ czêœæ drogi tak aby s¹siad nie mia³ do niej dostêpu czy w przedmiotowej sprawie dosz³o do zasiedzenia nieruchomoœci,prawo cywilne
442,jak powinna zachowaæ siê klientka w zwi¹zku z wezwaniem przez policjê na przes³uchanie w charakterze œwiadka,prawo karne
443,czy pracodawca mo¿e ¿¹daæ od pracownika naprawienia szkody czy pracodawca mo¿e pozbawiæ klienta premii,prawo pracy
444,czy zaproponowane przez pracodawcê córki klientki warunki rozwi¹zania umowy o pracê za porozumieniem stron s¹ zgodne z prawem czy pracownik mo¿e ubiegaæ siê w miesi¹cu lipcu o inne stanowisko pracy u tego samego pracodawcy,prawo pracy
445,czy klient mo¿e ¿¹daæ od pracodawcy odszkodowania,prawo pracy
446,czy klientka mo¿e powo³aæ siê na klauzulê sumienia,prawo medyczne
447,czy wzór ankiety powinien mieæ w formie nadruku treœæ piecz¹tki jako nag³ówek czy treœæ piecz¹tki jest prawid³owa,prawo medyczne
448,czy pracodawca mo¿e zobowi¹zaæ klientkê do powrotu do pracy i podpisania zestawienia zbiorczego recept pomimo przekazania upowa¿nienia innemu pracownikowi czy kolejnego kierownika apteki powinna upowa¿niæ klientka czy pracownik wyznaczony w miejsce klientki czy pracodawca mo¿e zobowi¹zaæ klientkê do powrotu do pracy w czasie trwania urlopu,prawo farmaceutyczne
449,czy roszczenia by³ego pracownika zwi¹zku s¹ zasadne,prawo pracy
450,czy pacjent fundacji powinien uzyskaæ zapotrzebowanie aby nabyæ leki w aptece które podmioty nabywaj¹ leki na podstawie zapotrzebowania,prawo farmaceutyczne
451,czy w nowo otwartym salonie kosmetycznym gdzie jest tylko jedna osoba pracuj¹ca w³aœcicielka musi byæ ksiêgowa czy osoba która prowadzi ksiêgowoœæ musi mieæ uprawnienia,prawo administracyjne
452,czy podpisanie aneksu do umowy o pracê mo¿e powodowaæ negatywne skutki dla klienta,prawo pracy
453,w jaki sposób klientka mo¿e poinformowaæ pacjenta o tym ¿e odstêpuje od leczenia je¿eli klientka zdecyduje siê na rozmowê telefoniczn¹ to czy mo¿e nagraæ t¹ rozmowê je¿eli klientka zdecyduje siê na rozmowê z pacjentem to czy przy tej rozmowie mo¿e byæ obecny inny lekarz jak nale¿y rozumieæ pojêcie nieudzielenia pomocy w niebezpieczeñstwie utraty ¿ycia ciê¿kiego uszkodzenia cia³a lub ciê¿kiego rozstroju zdrowia,prawo karne
454,czy cz³onek wspólnoty jest zobowi¹zany do uiszczania zaliczki inwestycyjnoremontowej mimo ¿e w planie gospodarczym wspólnota na bie¿¹cy rok i nastêpny nie planuje ¿adnych remontów,prawo cywilne
455,jak powinien zachowaæ siê klient w zwi¹zku z wezwaniem na przes³uchanie w charakterze œwiadka,prawo karne
456,czy erecepta na lek narkotyczny mo¿e byæ zrealizowana z dat¹ realizacji od dnia z dat¹ odroczenia,prawo farmaceutyczne
457,czy klientka bêdzie mog³a byæ zwolniona z obowi¹zku op³acania sk³adek ubezpieczenia spo³ecznego za czerwiec czy klientka mo¿e skorzystaæ z dotacji z polskiego funduszu rozwoju,prawo medyczne
458,czy w trakcie czynnoœci sprawdzaj¹cych podczas przes³uchania skar¿¹cego w charakterze œwiadka mo¿e on korzystaæ z pomocy pe³nomocnika,prawo karne
459,czy pracodawca mo¿e wezwaæ pracownika do pracy  dni przed koñcem urlopu wypoczynkowego,prawo pracy
460,czy klientowi przys³uguje prawo odst¹pienia od umowy,prawo administracyjne
461,czy osoba która nie uczestniczy w rozmowie mo¿e j¹ nagrywaæ czy klient mo¿e otrzymaæ refundacjê kosztów pe³nomocnika w razie dochodzenia roszczeñ z tytu³u naruszenia dóbr osobistych lub wniesienia zawiadomienia o pope³nieniu przestêpstwa,prawo administracyjne
462,czy apteka mo¿e wystawiæ fakturê na œrodki ochrony osobistej sklepowi spo¿ywczemu,prawo farmaceutyczne
463,w jaki sposób klientka powinna siê ustosunkowaæ do skargi pacjentki jakie kroki mo¿e podj¹æ pacjentka wzglêdem podmiotu,prawo medyczne
464,czy przebywaj¹c na œwiadczeniu rehabilitacyjnym w przypadku likwidacji zak³adu pracy przys³uguje odprawa,prawo pracy
465,w jaki sposób klientka mo¿e zabezpieczyæ siê by terminowo otrzymaæ pozosta³¹ czêœæ ceny pochodz¹c¹ z kredytu bankowego udzielonego kupuj¹cemu,prawo cywilne
466,czy aby uznaæ dan¹ osobê za rolnika indywidualnego koniecznym jest zamieszkiwanie przez tê osobê w gminie w której znajduje siê gospodarstwo rolne przez okres ostatnich  lat je¿eli odpowiedŸ na pierwsze pytanie jest twierdz¹ca w jaki sposób mo¿na uzyskaæ zgodê dyrektora generalnego krajowego oœrodka wsparcia rolnictwa na sprzeda¿ gruntów rolnych,prawo administracyjne
467,czy refundacja leku zostanie cofniêta,prawo farmaceutyczne
468,czy wspólnota mieszkaniowa mo¿e pobieraæ op³aty na utrzymanie gara¿u mimo i¿ klient z niego nie korzysta,prawo cywilne
469,czy postêpowanie spadkowe mo¿e zostaæ przeprowadzone przed notariuszem,prawo cywilne
470,ile razy w ci¹gu miesi¹ca pracodawca mo¿e w oparciu o powszechnie obowi¹zuj¹ce przepisy prawa pracy zmieniaæ grafikharmonogram pracy,prawo pracy
471,czy b³êdne dane wp³ywaj¹ na wa¿noœæ umowy czy przy dokonaniu zakupu poprzez innego poœrednika klient bêdzie musia³ zap³aciæ karê umown¹,prawo administracyjne
472,czy pomimo rozwi¹zania umowy zlecenia administrator bêdzie zobowi¹zany do dokonania rozliczenia zimnej wody za miesi¹c grudzieñ kiedy umowa zlecenia obowi¹zywa³a w lutym to znaczy po jej rozwi¹zaniu czy administrator nieruchomoœci mo¿e przetwarzaæ dane osobowe cz³onków wspólnoty po rozwi¹zaniu umowy,prawo administracyjne
473,czy klient mo¿e odmówiæ pacjentowi leczenia stomatologicznego w przypadku gdy ten w ci¹gu ostatnich  dni wróci³ z zagranicy,prawo medyczne
474,czy recepty elektroniczne na leki narkotyczne lub odurzaj¹ce mog¹ byæ zrealizowane w terminie zaczynaj¹cym siê od daty realizacji recepty,prawo farmaceutyczne
475,czy w przypadku œmierci jednego z w³aœcicieli nieruchomoœci drugi z w³aœcicieli powinien z³o¿yæ deklaracjê œmieciow¹ czy nadp³ata dokonana przez jednego z w³aœcicieli automatycznie przechodzi na konto drugiego,prawo administracyjne
476,czy od skazuj¹cego wyroku w pierwszej instancji s¹d okrêgowy przys³uguje mo¿liwoœæ odwo³ania siê w jakim terminie czy w przypadku wyroku skazuj¹cego na karê pozbawienia wolnoœci s¹d bezpoœrednio po og³oszeniu wyroku zarz¹dza doprowadzenie skazanego do zak³adu karnego,prawo karne
477,co mo¿e zrobiæ klient w przedstawionej sytuacji,prawo medyczne
478,czy aby wykonywaæ zabiegi z zakresu medycyny estetycznej np wstrzykiwanie toksyny botulinowej w ramach wspó³pracy z podmiotem prowadzonym przez kosmetologa  klientce wystarczy posiadanie prawa wykonywania zawodu lekarza na sta¿u podyplomowym,prawo medyczne
479,ile dni urlopu szkoleniowego przys³uguje klientce,prawo administracyjne
480,co mo¿e zrobiæ klient w przedmiotowej sprawie,prawo administracyjne
481,czy klient mo¿e ¿¹daæ zmniejszenia wymiaru czasu pracy,prawo pracy
482,czy teœciowa klientki mo¿e byæ stron¹ dwóch umów o do¿ywocie jak klientka mo¿e uzyskaæ mieszkanie od teœciowej zanim zakoñczy siê postêpowanie dotycz¹ce ubezw³asnowolnienia,prawo cywilne
483,czy klient mo¿e zostaæ poci¹gniêty do odpowiedzialnoœci w przypadku zas¹dzenia odszkodowania na rzecz rodziny zmar³ego pacjenta,prawo medyczne
484,czy stanowisko nfz jest prawid³owe,prawo medyczne
485,gdzie powinna zostaæ przekazana dokumentacja medyczna po zamkniêciu niepublicznego zak³adu opieki zdrowotnej,prawo medyczne
486,jak kreuj¹ siê obowi¹zki pracodawcy wobec komornika,prawo karne
487,czy klient mo¿e podj¹æ drug¹ rezydenturê po zakoñczeniu pierwszej,prawo medyczne
488,czy farmaceuta ze specjalizacj¹ farmacja kliniczna mo¿e pracowaæ na oddziale w podmiocie leczniczym czy farmaceuci przed wybraniem specjalizacji farmacja kliniczna mog¹ odbyæ praktykê w podmiocie leczniczym,prawo farmaceutyczne
489,czy stawiennictwo klientki na policji w zwi¹zku z wezwaniem na przes³uchanie w charakterze œwiadka stanowi wyjœcie z pracy w celach prywatnych,prawo karne
490,czy jeœli w aptece jest szyba która os³ania farmaceutów to czy musz¹ oni nosiæ maseczki lub przy³bice,prawo medyczne
491,czy w³aœciciel strychu chc¹c zaadaptowaæ go na cele mieszkalne potrzebuje zgody wspólnoty mieszkaniowej w formie uchwa³y,prawo cywilne
492,do jakiej kwoty klientka powinna siê ubezpieczyæ czy ubezpieczenie klientki powinno obejmowaæ naruszenia praw pacjentów czy w przypadku umowy cywilnoprawnej zlecenia konieczne jest przejœcie badañ lekarskich,prawo medyczne
493,czy klient zobowi¹zany jest stosowaæ siê do polecenia pracodawcy,prawo pracy
494,czy ka¿dy lek podlega serializacji jakie s¹ konsekwencje niezeskanowania leku przed jego wydaniem,prawo farmaceutyczne
495,czy klient mo¿e odzyskaæ vat w przypadku gdy jego przedsiêbiorstwo nie generuje przychodu,prawo podatkowe
496,co mo¿e zrobiæ klientka w niniejszej sytuacji,prawo farmaceutyczne
497,czy mama klientki musi powiadomiæ zarz¹d wspólnoty mieszkaniowej o remoncie centralnego ogrzewania w swoim mieszkaniu grzejnika czy po skoñczeniu remontu cz³onkowie zarz¹du maj¹ prawo wejœæ do mieszkania w celu weryfikacji przeprowadzonych robót,prawo cywilne
498,czy pracodawca mo¿e oddelegowaæ lekarza rezydenta do pracy na sorze,prawo medyczne
499,czy klientka mo¿e podwa¿yæ wypowiedzenie warunków pracy,prawo pracy
500,czy klient mo¿e sporz¹dziæ lek mimo ¿e wskazana przez lekarza na recepcie iloœæ substancji przekracza dawkê maksymaln¹ czy zamiast  gramów fosforanu kodeiny prawid³owym zapisem by³oby dwanaœcie gramów fosforanu kodeiny czy zamiast sx w recepcie powinien znajdowaæ siê zapis s  x  proszek czy istnieje mo¿liwoœæ wydania podwójnej iloœci leku recepturowego z grupy n ii  proszków,prawo farmaceutyczne
501,w jaki sposób pracodawca powinien zrekompensowaæ pracownikowi dzieñ ustawowo wolny od pracy przypadaj¹cy w sobotê tj dnia  sierpnia  r,prawo pracy
502,czy klientowi nale¿y siê w przedmiotowej sprawie nale¿y siê wynagrodzenie,prawo pracy
503,czy lekarz odbywaj¹cy szkolenie specjalizacyjne z dziedziny ginekologii mo¿e zostaæ skierowany do pracy przy zwalczaniu epidemii kto mo¿e skierowaæ lekarza rezydenta do pracy przy zwalczaniu epidemii,prawo medyczne
504,czy w zwi¹zku z zajœciem w ci¹¿ê umowa pracownicy zostanie automatycznie przekszta³cona w umowê na czas nieokreœlony,prawo pracy
505,jak klientka ma siê zachowaæ w zwi¹zku z wezwaniem na przes³uchanie w charakterze œwiadka,prawo karne
506,kiedy lekarz mo¿e odmówiæ delegowania do walki z koronawirusem,prawo pracy
507,jak klient ma siê zachowaæ w zwi¹zku z wezwaniem na przes³uchanie w charakterze œwiadka,prawo karne
508,czy klient jest zobowi¹zany do zap³aty ca³ej kwoty na rzecz szpitala w przedmiotowej sprawie czy ugoda zawarta pomiêdzy szpitalem a klientem jest bezwzglêdnie wi¹¿¹ca,prawo medyczne
509,jaki jest termin na wniesienie wniosku o uzasadnienie wyroku karnego jaki jest termin do wniesienia œrodka zaskar¿enia czy w przypadku niez³o¿enia wniosku o uzasadnienie orzeczenia lub œrodka zaskar¿enia przez klienta wyrok siê uprawomocni czy klient bêdzie musia³ wnieœæ odpowiedŸ na œrodek odwo³awczy jeœli wniesie go uprzednio prokurator,prawo karne
510,czy klient musi uwzglêdniæ w przychodzie po¿yczê otrzyman¹ z urzêdu pracy w ramach wsparcia przedsiêbiorców w okresie epidemii covid czy klient musi od tej kwoty zap³aciæ podatek,prawo medyczne
511,jak powinna zachowaæ siê klientka w zwi¹zku z wezwaniem przez okrêgowego rzecznika odpowiedzialnoœci zawodowej izby pielêgniarek i po³o¿nych na przes³uchanie w charakterze œwiadka czy klientka bêdzie zwolniona z tajemnicy lekarskiej,prawo karne
512,ile wynosi kwota wolna od potr¹ceñ komorniczych z rachunku bankowego czy alimenty podlegaj¹ egzekucji jakie dzia³ania mo¿e podj¹æ klientka aby odzyskaæ œrodki zgromadzone na rachunku bankowym,prawo administracyjne
513,co powinien zrobiæ klient w zwi¹zku z postêpowaniem przed wojewódzk¹ komisj¹ do spraw orzekania o zdarzeniach medycznych,prawo medyczne
514,czy pracodawca mo¿e zobowi¹zaæ klienta do wykorzystania zaleg³ego urlopu do dnia  wrzeœnia  roku,prawo pracy
515,czy klient ma obowi¹zek uzyskaæ zgodê wspólnoty mieszkaniowej na dokonanie przekszta³cenia lokalu w³asnoœciowego w gabinet stomatologiczny,prawo cywilne
516,czy w zwi¹zku z treœci¹ aktu notarialnego koniecznym jest wyra¿enie zgody przez wspólnotê mieszkaniow¹ w formie uchwa³y czy zarz¹dca mo¿e wskazaæ i¿ na podstawie przedmiotowych zapisów aktów notarialnych potwierdza wyra¿enie takiej zgody przez wszystkich wspó³w³aœcicieli,prawo cywilne
517,czy podjêcie uchwa³y mo¿e siê odbyæ w trybie indywidualnego zbierania g³osów,prawo cywilne
518,jakie kroki prawne mo¿e podj¹æ klientka wzglêdem pacjenta,prawo karne
519,czy zgodê klientki na wykonywanie przys³ugi w zwi¹zku z brakiem mo¿liwoœci odwiedzin w szpitalu i sytuacj¹ epidemiologiczn¹ mo¿na uznaæ za zgodn¹ z prawem,prawo farmaceutyczne
520,czy nowy pracownik musi wykonaæ badania lekarskie medycyny pracy czy mo¿e przedstawiæ nowemu pracodawcy orzeczenie lekarskie wydane w poprzedniej pracy na tym samym stanowisku czy orzeczenie lekarskie o braku przeciwskazañ do pracy na okreœlonym stanowisku wykonane u poprzedniego pracodawcy mo¿e byæ przedstawione nowemu pracodawcy w formie kserokopii,prawo pracy
521,co nale¿y zrobiæ w przedstawionych okolicznoœciach,prawo medyczne
522,czy koszt wykonania projektu a nastêpnie dobudowy obci¹¿a zainteresowanego w³aœciciela czy wspólnotê mieszkaniow¹,prawo cywilne
523,w jaki sposób nale¿y dokonaæ zniesienia wspó³w³asnoœci nieruchomoœci rolnej,prawo administracyjne
524,czy w niniejszej sprawie rozpocz¹³ bieg okres wypowiedzenia,prawo pracy
525,czy klientka musi przes³aæ ca³¹ dokumentacjê medyczn¹ kancelarii prawnej,prawo medyczne
526,na jakiej podstawie wspólnota mieszkaniowa mo¿e wybraæ nowy zarz¹d czy deweloper w obecnej sprawie pe³ni funkcjê administratora,prawo cywilne
527,jak wprowadziæ nagrywanie rozmów telefonicznych w przychodni,prawo administracyjne
528,czy klient po podpisaniu nowej umowy o pracê bêdzie musia³ przejœæ badania wstêpne i okresowe,prawo administracyjne
529,jak nale¿y rozumieæ treœæ   przes³anej umowy,prawo cywilne
530,czy klient mo¿e zakoñczyæ umowê o pracê i unikn¹æ zap³aty kary,prawo pracy
531,czy dyrektor szpitala mo¿e zabroniæ wykonywania pracy w innym miejscu czy za prace wy³¹cznie w jednym podmiocie klientowi nale¿y siê rekompensata czy dyrektor szpitala mo¿e zabroniæ wykonywania pracy w innym miejscu z dat¹ wsteczn¹,prawo pracy
532,czy lekarz mo¿e podj¹æ leczenie w przypadku osoby z otêpieniem co do której lekarz poweŸmie w¹tpliwoœci o jej œwiadomej zgodzie na leczenie,prawo medyczne
533,czy apteka mo¿e sprzedawaæ domowe testy na sarscov,prawo farmaceutyczne
534,czy apteka mo¿e nabyæ suplementy diety i wyroby medyczne od innej apteki,prawo farmaceutyczne
535,czy pracodawca mo¿e na³o¿yæ na pracownika oprócz kary pieniê¿nej za zniszczone mienie równie¿ inn¹ karê dyscyplinarn¹ czy nieobecnoœæ pracownika w pracy wstrzymuje terminy zwi¹zane z ustosunkowaniem siê pracownika do spowodowanej szkody,prawo pracy
536,czy klient jest zobowi¹zany do zwrotu czêœci wynagrodzenia której ¿¹da szpital czy ¿ona klienta zatrudniona w innym szpitalu przebywaj¹ca na urlopie macierzyñskim ma obowi¹zek zwrotu ¿¹danej czêœci wynagrodzenia,prawo medyczne
537,czy przekazanie przez klienta dokumentacji medycznej ubezpieczycielowi stanowi naruszenie tajemnicy lekarskiej czy przekazanie ubezpieczycielowi przez klienta informacji niezapisanych maj¹cych istotny wp³yw na przebieg sprawy stanowi naruszenie tajemnicy lekarskiej,prawo medyczne
538,w jaki sposób nale¿a³oby dokonaæ zmiany udzia³ów w spó³ce jawnej,prawo cywilne
539,jakie kompetencje posiada rzecznik praw pacjenta,prawo medyczne
540,jak klient mo¿e dokonaæ podzia³u maj¹tku po rozwodzie jakie s¹ koszty podzia³u maj¹tku wspólnego czy je¿eli klient wykupi mieszkanie to by³a ¿ona i pe³noletni ju¿ syn bêd¹ musieli siê wyprowadziæ,prawo cywilne
541,kiedy up³ynie termin do na³o¿enia na pracownika kary porz¹dkowej,prawo pracy
542,jakie prawa przys³uguj¹ klientce w zwi¹zku z wezwaniem czy klientka mo¿e nie stawiæ siê na przes³uchanie w zwi¹zku z tym ¿e jest w zaawansowanej ci¹¿y,prawo karne
543,czy w razie œmierci córki klientki bez pozostawienia testamentu ojciec dziecka bêdzie móg³ zarz¹dzaæ maj¹tkiem dziecka czy s¹ jakieœ przeszkody uniemo¿liwiaj¹ce ojcu dziecka rozporz¹dzanie maj¹tkiem w razie gdyby by³ pod jego zarz¹dem czy postanowienie testamentowe w którym córka klientki za¿yczy³aby sobie aby pieczê nad maj¹tkiem dziecka do osi¹gniêcia przez nie pe³noletnoœci sprawowali dziadkowie dziecka by³oby prawnie skuteczny,prawo cywilne
544,w jakim terminie pracodawca mo¿e ¿¹daæ wyjaœnieñ od pracownika czy takiemu pracownikowi powinna zostaæ cofniêta premia,prawo pracy
545,czy pracodawca mo¿e ¿¹daæ podpisania przez klientkê aneksu do umowy o pracê z nowym ustawowo przewidzianym wynagrodzeniem czy klientka zobowi¹zana jest we wskazanym przez pracodawcê terminie zwróciæ pieni¹dze czy je¿eli klientka zdecydowa³aby zwróciæ pieni¹dze to bêdzie ona zobowi¹zana do dokonania zwrotu w zus i urzêdzie skarbowym zarówno za urlop macierzyñski jak i wczeœniejsze l w trakcie ci¹¿y oraz okres pracy,prawo pracy
546,jakie prawa przys³uguj¹ klientce w zwi¹zku z wezwaniem,prawo karne
547,czy grafik pracy pracownika wp³ywa na czternastodniowy termin na³o¿enia kary porz¹dkowej czy o na³o¿eniu kary porz¹dkowej decyduje data otrzymania przez pracownika decyzji w tym przedmiocie czy wystawienia takiej decyzji czy niena³o¿enie kary porz¹dkowej na pracownika skutkuje brakiem mo¿liwoœci dochodzenia od pracownika odszkodowania na podstawie art  kodeksu pracy,prawo pracy
